customer_city,customer_id,lat_x,lon_x,zip_code_prefix_x,customer,seller_id,order_id,delivery_speed,seller_city,lat_y,lon_y,zip_code_prefix_y,seller,seller_location,customer_location
gravatai,0260bd7b3bf780786cc7ad501287d9d3,-29.931431604488445,-51.01371349628131,94110,37822,0bae85eb84b9fb3bd773911e89288d54,fc1d4a8adb62b480c591455600955b2f,4.0,itajai,-26.924748007678392,-48.671442813449254,88301.0,1304.0,POINT (-48.671442813449254 -26.924748007678392),POINT (-51.01371349628131 -29.931431604488445)
guaiba,1676f6b6f385955ca08fc58604321eeb,-30.11962673778103,-51.33304961404269,92500,27818,004c9cd9d87a3c30c522c48c4fc07416,88c1da223617b94fe4a238ab01b8a541,41.0,ibitinga,-21.757225105309473,-48.82954113566027,14940.0,339.0,POINT (-48.82954113566027 -21.757225105309473),POINT (-51.33304961404269 -30.11962673778103)
guamare,3f18d39c19c13f4ccc8f96522f3c3e60,-5.115613892569462,-36.32353863977516,59598,57654,002100f778ceb8431b7a1020ff7ab48f,6573371c19a6169b6ec350eb61b8cea1,18.0,franca,-20.53207912928841,-47.40133795392293,14405.0,486.0,POINT (-47.40133795392293 -20.53207912928841),POINT (-36.32353863977516 -5.115613892569462)
guimarania,00498d14e21c58ed2feb5d5feb4cd706,-18.844908430004903,-46.79490030761902,38730,20990,3d871de0142ce09b7081e2b9d1733cb1,7294705423e48be7177bcd2b15faf44f,8.0,campo limpo paulista,-23.211861520675228,-46.76228778069986,13232.0,2346.0,POINT (-46.76228778069986 -23.211861520675228),POINT (-46.79490030761902 -18.844908430004903)
guzolandia,b38660d1523cef75218d24553accbd7a,-20.64810672252342,-50.66000865797057,15355,59661,05d2173d43ea568aa0540eba70d2ca76,1778680c0dd08f2bcd27642d236a91f0,8.0,alfenas,-21.42213905266804,-45.96450217990741,37135.0,1278.0,POINT (-45.96450217990741 -21.42213905266804),POINT (-50.66000865797057 -20.64810672252342)
herculandia,12568c10deefadda97ee70eee39cedda,-22.003525802296455,-50.387651634300234,17650,72699,31da954dc0855f2495c6310f70a2f931,ef412fa088f7e0c67215be59670059f7,5.0,araras,-22.352105379390682,-47.389918013153135,13601.0,3022.0,POINT (-47.389918013153135 -22.352105379390682),POINT (-50.387651634300234 -22.003525802296455)
herval,35ad814595f534fe564bec2692ae47be,-32.02516425854308,-53.39321987514596,96310,26503,1b4c3a6f53068f0b6944d2d005c9fc89,0922de4af18de92fdca6fed66b34b66f,6.0,sao ludgero,-28.329441277121372,-49.17649179464339,88730.0,244.0,POINT (-49.17649179464339 -28.329441277121372),POINT (-53.39321987514596 -32.02516425854308)
holambra,1e141bc0578f55009f9a7ba90d846d75,-22.63428909222998,-47.053267986483284,13825,35901,93b9a99027bd8bd6af682aff18dd19bf,f442020e13b718d40746ce039d97b4c2,4.0,mairipora,-23.331436159611084,-46.5970216260758,7600.0,590.0,POINT (-46.5970216260758 -23.331436159611084),POINT (-47.053267986483284 -22.63428909222998)
hortolandia,034b8eb08858f93308717bfab30b54ba,-22.8817766315111,-47.20599387369371,13183,5530,4869f7a5dfa277a7dca6462dcf3b52b2,372072460d5ca7c6a3cd1f155aa97205,12.0,guariba,-21.36347334469748,-48.2295879769369,14840.0,2618.0,POINT (-48.2295879769369 -21.36347334469748),POINT (-47.20599387369371 -22.8817766315111)
ibatiba,092b4a3968d596ad4eeb10b217b87cde,-20.2344775404444,-41.5078268504932,29395,89543,acadd4d36859671cb635527c6c977533,175a79065991e40569812e90232dc38d,7.0,santa rosa de viterbo,-21.483448896972753,-47.36866478744313,14270.0,2470.0,POINT (-47.36866478744313 -21.483448896972753),POINT (-41.5078268504932 -20.2344775404444)
ibirapua,d3316a2b117f62c240ea5a483864dac5,-17.686725778854026,-40.10840511318917,45940,3414,17e34d8224d27a541263c4c64b11a56b,5751393707f2a02613754fb5d13c8925,13.0,riberao preto,-21.16604702730375,-47.797948703989675,14085.0,3027.0,POINT (-47.797948703989675 -21.16604702730375),POINT (-40.10840511318917 -17.686725778854026)
ibitiara,72327e066458a5ea1adca84860de237e,-12.628275563968122,-42.23468695644082,46700,91363,01fdefa7697d26ad920e9e0346d4bd1b,7a053fc8200420e5c5800bfab6cf0737,9.0,londrina,-23.318378591672754,-51.16255151516641,86050.0,1194.0,POINT (-51.16255151516641 -23.318378591672754),POINT (-42.23468695644082 -12.628275563968122)
ibitita,729b15bf469f3b62d400f30ad18e7395,-11.543546031191058,-41.97560574597087,44960,40655,06532f10282704ef4c69168b914b77be,c03e2d7edc52d3ef8683b7f2e34a55cf,14.0,paincandu,-23.45681129567523,-52.03991843678624,87140.0,1493.0,POINT (-52.03991843678624 -23.45681129567523),POINT (-41.97560574597087 -11.543546031191058)
ibotirama,025ede66ec5d6ac9bbb393875dd71fa5,-12.176877695192086,-43.216045366767375,47520,93390,392e0502231ae2f8b29994ef6398cd77,030e234a82944425a6f46d5b2552b848,20.0,cerqueira cesar,-23.03401382196383,-49.16277608958894,18760.0,1637.0,POINT (-49.16277608958894 -23.03401382196383),POINT (-43.216045366767375 -12.176877695192086)
igaracu do tiete,37e1e85933b178ab35f10dfa332dd4bc,-22.51623746513006,-48.56269830729325,17350,67929,6a8b085f816a1f75f92dbac6eb545f8f,c264b15fa68ce10784f6f22b5f7737b0,3.0,bebedouro,-20.924744757420648,-48.490740298476474,14709.0,1556.0,POINT (-48.490740298476474 -20.924744757420648),POINT (-48.56269830729325 -22.51623746513006)
igarape,13abb6f0e084f2f8d0d7724779c16805,-20.067077404659525,-44.3060769165421,32900,8039,a1043bafd471dff536d0c462352beb48,a61908631e6c4c0c65ac004b59d1220c,5.0,ilicinea,-20.940711526524826,-45.82719542395004,37175.0,2747.0,POINT (-45.82719542395004 -20.940711526524826),POINT (-44.3060769165421 -20.067077404659525)
igreja nova,4fc5d73f2c72dc2ac18093c49be73a6a,-10.127829498021274,-36.655964720499526,57280,30482,23c38debaffe4a25a30fdbd9b586a13f,ada302d82697f51b2373ac6da3131588,34.0,votorantim,-23.54044093336778,-47.45258707436162,18110.0,2676.0,POINT (-47.45258707436162 -23.54044093336778),POINT (-36.655964720499526 -10.127829498021274)
iguape,2f7de2e1063f4600d30a1bc72ce1d84e,-24.704661639273493,-47.55479647141521,11920,27687,4869f7a5dfa277a7dca6462dcf3b52b2,58d29b7e20a6fd9ece06ae3981c5e1e4,12.0,guariba,-21.36347334469748,-48.2295879769369,14840.0,2618.0,POINT (-48.2295879769369 -21.36347334469748),POINT (-47.55479647141521 -24.704661639273493)
iguatu,2db3e03b1db3a836ed63120f3ce8e362,-7.587404077448742,-40.21576705633388,85423,16442,2be17df1c49978426251562096c3cc09,b69baf52ffd3819be034752ff929ec1e,8.0,tubarao,-28.47669855166904,-49.00911945180922,88704.0,1711.0,POINT (-49.00911945180922 -28.47669855166904),POINT (-40.21576705633388 -7.587404077448742)
ilha dos valadares,948b29e24216a05fea13a18d8db45ea5,42.18400274298598,-8.723762147513938,83252,84223,0417b067eeab773d2f7061a726dc477f,8ad3f1d0f96992e43566c4c82c9f6c58,27.0,sao bento do sul,-26.240344088027943,-49.395524379695416,89288.0,2659.0,POINT (-49.395524379695416 -26.240344088027943),POINT (-8.723762147513938 42.18400274298598)
ilha solteira,18536e4346f9ce92078c3ce96fb0cc79,-20.42872871640908,-51.339955617934834,15385,90435,701938c450705b8ae65fc923b70f35c7,1ca3ed3e554cd5449cf32d2d7df42d1f,7.0,s jose do rio preto,-20.81932882254668,-49.37741346526811,15014.0,980.0,POINT (-49.37741346526811 -20.81932882254668),POINT (-51.339955617934834 -20.42872871640908)
ilhota,37a33f98ef66886bd343022f96f054dd,-26.903487620868347,-48.82434593641497,88320,24055,7299e27ed73d2ad986de7f7c77d919fa,a037c35b691ecad7720b1d5cf7f14bc8,12.0,araguari,-18.64630933305261,-48.195184868636545,38440.0,74.0,POINT (-48.195184868636545 -18.64630933305261),POINT (-48.82434593641497 -26.903487620868347)
imigrante,13fe07f5797fee846b2064d426ca4b71,-29.343596579646217,-51.76487464442068,95885,44698,4677a5437afda5fa7140b927b07be1cc,b4b6e2f2f9dd2c4cfe524993ff72f49d,14.0,japira,-23.812156076337978,-50.14033915045725,84920.0,719.0,POINT (-50.14033915045725 -23.812156076337978),POINT (-51.76487464442068 -29.343596579646217)
ingai,cb985c6505d91abacf7830b219c95d2f,-21.40247034075929,-44.92081235917165,37215,95489,4869f7a5dfa277a7dca6462dcf3b52b2,5c4e2e5f4cf06bd28d6020ea2afc884b,27.0,guariba,-21.36347334469748,-48.2295879769369,14840.0,2618.0,POINT (-48.2295879769369 -21.36347334469748),POINT (-44.92081235917165 -21.40247034075929)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipira,03f2dda26a1b89b7cf91dcd8a41feb96,-15.204226065799066,-42.14748339320894,89669,10939,4da0e408c99d2fdc2126dc9fce518060,b0a2ec49c45ae3f6241044d9434ce3b2,4.0,cornelio procopio,-23.18132628428975,-50.64933554119287,86300.0,2554.0,POINT (-50.64933554119287 -23.18132628428975),POINT (-42.14748339320894 -15.204226065799066)
ipiranga de goias,18a6c8c07bc0c1ad6ec3f9c5e1b7fc66,-15.172290559731742,-49.67172927990588,76304,30798,3db66a856d18a9cba7c9241fc5221c50,b94ba5a27a4df43455d1c0efc383a81c,10.0,ponte nova,-20.41022536716159,-42.8993095333992,35430.0,206.0,POINT (-42.8993095333992 -20.41022536716159),POINT (-49.67172927990588 -15.172290559731742)
ipiranga do norte,82883b04e133c829127d3a45aeeb598c,-12.229388245869126,-56.14504583731368,78578,2439,3d871de0142ce09b7081e2b9d1733cb1,d4a961a670c1caabf81268139c1bb131,14.0,campo limpo paulista,-23.211861520675228,-46.76228778069986,13232.0,2346.0,POINT (-46.76228778069986 -23.211861520675228),POINT (-56.14504583731368 -12.229388245869126)
ipiranga do sul,a841fb9010543883845d5cc513cac85f,-27.936841805701704,-52.42693685258049,99925,71457,0adac9fbd9a2b63cccaac4f8756c1ca8,fc66187b5a6947e39a23ae1e6034913a,12.0,louveira,-23.085405581209343,-46.959424958120955,13290.0,2130.0,POINT (-46.959424958120955 -23.085405581209343),POINT (-52.42693685258049 -27.936841805701704)
ipu,040cc0201a8b98d2c1ed270d6b52d561,-4.327033421045478,-40.711931818766054,62250,16208,a1043bafd471dff536d0c462352beb48,107dd1a330a238450ede59d055f43fbb,27.0,ilicinea,-20.940711526524826,-45.82719542395004,37175.0,2747.0,POINT (-45.82719542395004 -20.940711526524826),POINT (-40.711931818766054 -4.327033421045478)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
ipua,0d861a5e4dd6a9079d89e1330848f0ab,-20.44546366082528,-48.01385956770848,14610,26087,0b35c634521043bf4b47e21547b99ab5,ca3625898fbd48669d50701aba51cd5f,8.0,teixeira soares,-25.371752729521283,-50.46082291146616,84530.0,2233.0,POINT (-50.46082291146616 -25.371752729521283),POINT (-48.01385956770848 -20.44546366082528)
